,"T","t","date"
0,31.22,0,"2022,06,01,18:03:39"
0,32.76,1.03,"2022,06,01,18:03:40"
0,33.27,2.03,"2022,06,01,18:03:41"
0,33.52,3.03,"2022,06,01,18:03:42"
0,34.03,4.03,"2022,06,01,18:03:43"
0,34.03,5.04,"2022,06,01,18:03:44"
0,34.03,6.04,"2022,06,01,18:03:45"
0,34.54,7.04,"2022,06,01,18:03:46"
0,34.29,8.04,"2022,06,01,18:03:47"
0,34.29,9.04,"2022,06,01,18:03:48"
0,34.29,10.04,"2022,06,01,18:03:49"
0,34.54,11.08,"2022,06,01,18:03:50"
0,34.54,12.08,"2022,06,01,18:03:51"
0,34.8,13.08,"2022,06,01,18:03:52"
0,34.8,14.08,"2022,06,01,18:03:53"
0,34.54,15.08,"2022,06,01,18:03:54"
0,34.8,16.08,"2022,06,01,18:03:55"
0,34.54,17.08,"2022,06,01,18:03:56"
0,34.8,18.09,"2022,06,01,18:03:57"
0,35.05,19.09,"2022,06,01,18:03:58"
0,34.8,20.09,"2022,06,01,18:03:59"
0,34.8,21.12,"2022,06,01,18:04:00"
0,35.05,22.12,"2022,06,01,18:04:01"
0,34.8,23.12,"2022,06,01,18:04:02"
0,35.05,24.13,"2022,06,01,18:04:03"
0,35.05,25.13,"2022,06,01,18:04:04"
0,34.8,26.13,"2022,06,01,18:04:05"
0,34.8,27.13,"2022,06,01,18:04:06"
0,35.05,28.13,"2022,06,01,18:04:07"
0,34.8,29.13,"2022,06,01,18:04:08"
0,35.05,30.14,"2022,06,01,18:04:09"
0,35.31,31.17,"2022,06,01,18:04:10"
0,35.05,32.17,"2022,06,01,18:04:11"
0,35.05,33.17,"2022,06,01,18:04:12"
0,35.31,34.17,"2022,06,01,18:04:13"
0,35.56,35.17,"2022,06,01,18:04:14"
0,35.82,36.18,"2022,06,01,18:04:15"
0,35.56,37.18,"2022,06,01,18:04:16"
0,36.07,38.18,"2022,06,01,18:04:17"
0,35.56,39.18,"2022,06,01,18:04:18"
0,35.56,40.18,"2022,06,01,18:04:19"
0,35.31,41.21,"2022,06,01,18:04:20"
0,35.56,42.22,"2022,06,01,18:04:21"
0,35.56,43.22,"2022,06,01,18:04:22"
0,35.56,44.22,"2022,06,01,18:04:23"
0,35.56,45.22,"2022,06,01,18:04:24"
0,35.56,46.22,"2022,06,01,18:04:25"
0,35.05,47.22,"2022,06,01,18:04:26"
0,35.56,48.22,"2022,06,01,18:04:27"
0,35.56,49.23,"2022,06,01,18:04:28"
0,35.82,50.23,"2022,06,01,18:04:29"
0,35.82,51.26,"2022,06,01,18:04:30"
0,35.82,52.26,"2022,06,01,18:04:31"
0,36.07,53.26,"2022,06,01,18:04:32"
0,36.07,54.26,"2022,06,01,18:04:33"
0,36.33,55.27,"2022,06,01,18:04:34"
0,36.33,56.27,"2022,06,01,18:04:35"
0,36.84,57.27,"2022,06,01,18:04:36"
0,36.84,58.27,"2022,06,01,18:04:37"
0,37.09,59.27,"2022,06,01,18:04:38"
0,37.35,60.27,"2022,06,01,18:04:39"
0,37.35,61.31,"2022,06,01,18:04:40"
0,37.6,62.31,"2022,06,01,18:04:41"
0,37.86,63.31,"2022,06,01,18:04:42"
0,37.86,64.31,"2022,06,01,18:04:43"
0,38.11,65.31,"2022,06,01,18:04:44"
0,38.37,66.31,"2022,06,01,18:04:45"
0,38.37,67.31,"2022,06,01,18:04:46"
0,38.62,68.32,"2022,06,01,18:04:47"
0,38.62,69.32,"2022,06,01,18:04:48"
0,39.13,70.32,"2022,06,01,18:04:49"
0,39.13,71.35,"2022,06,01,18:04:50"
0,39.39,72.35,"2022,06,01,18:04:51"
0,39.64,73.35,"2022,06,01,18:04:52"
0,39.64,74.36,"2022,06,01,18:04:53"
0,40.15,75.36,"2022,06,01,18:04:54"
0,40.15,76.36,"2022,06,01,18:04:55"
0,40.15,77.36,"2022,06,01,18:04:56"
0,40.15,78.36,"2022,06,01,18:04:57"
0,40.41,79.36,"2022,06,01,18:04:58"
0,40.92,80.37,"2022,06,01,18:04:59"
0,40.92,81.4,"2022,06,01,18:05:00"
0,41.43,82.4,"2022,06,01,18:05:01"
0,41.43,83.4,"2022,06,01,18:05:02"
0,41.68,84.4,"2022,06,01,18:05:03"
0,41.94,85.4,"2022,06,01,18:05:04"
0,42.19,86.4,"2022,06,01,18:05:05"
0,42.45,87.41,"2022,06,01,18:05:06"
0,42.45,88.41,"2022,06,01,18:05:07"
0,42.45,89.41,"2022,06,01,18:05:08"
0,42.7,90.41,"2022,06,01,18:05:09"
0,42.96,91.44,"2022,06,01,18:05:10"
0,43.21,92.44,"2022,06,01,18:05:11"
0,43.47,93.45,"2022,06,01,18:05:12"
0,43.47,94.45,"2022,06,01,18:05:13"
0,43.72,95.45,"2022,06,01,18:05:14"
0,43.98,96.45,"2022,06,01,18:05:15"
0,44.23,97.45,"2022,06,01,18:05:16"
0,44.49,98.45,"2022,06,01,18:05:17"
0,44.74,99.46,"2022,06,01,18:05:18"
0,44.74,100.46,"2022,06,01,18:05:19"
0,45.26,101.49,"2022,06,01,18:05:20"
0,45,102.49,"2022,06,01,18:05:21"
0,45.26,103.49,"2022,06,01,18:05:22"
0,45.51,104.5,"2022,06,01,18:05:23"
0,45.51,105.5,"2022,06,01,18:05:24"
0,45.77,106.5,"2022,06,01,18:05:25"
0,46.28,107.5,"2022,06,01,18:05:26"
0,46.53,108.5,"2022,06,01,18:05:27"
0,46.53,109.5,"2022,06,01,18:05:28"
0,46.79,110.5,"2022,06,01,18:05:29"
0,46.79,111.54,"2022,06,01,18:05:30"
0,47.04,112.54,"2022,06,01,18:05:31"
0,47.55,113.54,"2022,06,01,18:05:32"
0,47.55,114.54,"2022,06,01,18:05:33"
0,47.55,115.54,"2022,06,01,18:05:34"
0,47.55,116.55,"2022,06,01,18:05:35"
0,48.06,117.55,"2022,06,01,18:05:36"
0,48.32,118.55,"2022,06,01,18:05:37"
0,48.32,119.55,"2022,06,01,18:05:38"
0,48.32,120.55,"2022,06,01,18:05:39"
0,48.83,121.58,"2022,06,01,18:05:40"
0,49.08,122.59,"2022,06,01,18:05:41"
0,49.34,123.59,"2022,06,01,18:05:42"
0,49.59,124.59,"2022,06,01,18:05:43"
0,49.34,125.59,"2022,06,01,18:05:44"
0,49.59,126.59,"2022,06,01,18:05:45"
0,49.59,127.59,"2022,06,01,18:05:46"
0,49.85,128.6,"2022,06,01,18:05:47"
0,50.1,129.6,"2022,06,01,18:05:48"
0,50.36,130.6,"2022,06,01,18:05:49"
0,50.36,131.63,"2022,06,01,18:05:50"
0,50.61,132.63,"2022,06,01,18:05:51"
0,50.87,133.64,"2022,06,01,18:05:52"
0,50.87,134.64,"2022,06,01,18:05:53"
0,50.87,135.64,"2022,06,01,18:05:54"
0,51.38,136.64,"2022,06,01,18:05:55"
0,51.63,137.64,"2022,06,01,18:05:56"
0,51.89,138.64,"2022,06,01,18:05:57"
0,51.63,139.65,"2022,06,01,18:05:58"
0,51.89,140.65,"2022,06,01,18:05:59"
0,52.14,141.68,"2022,06,01,18:06:00"
0,52.4,142.68,"2022,06,01,18:06:01"
0,52.4,143.68,"2022,06,01,18:06:02"
0,52.91,144.69,"2022,06,01,18:06:03"
0,52.91,145.69,"2022,06,01,18:06:04"
0,52.91,146.69,"2022,06,01,18:06:05"
0,53.16,147.69,"2022,06,01,18:06:06"
0,53.16,148.69,"2022,06,01,18:06:07"
0,53.16,149.69,"2022,06,01,18:06:08"
0,53.93,150.7,"2022,06,01,18:06:09"
0,53.93,151.73,"2022,06,01,18:06:10"
0,53.93,152.73,"2022,06,01,18:06:11"
0,53.93,153.73,"2022,06,01,18:06:12"
0,54.18,154.73,"2022,06,01,18:06:13"
0,54.44,155.73,"2022,06,01,18:06:14"
0,54.44,156.74,"2022,06,01,18:06:15"
0,54.69,157.74,"2022,06,01,18:06:16"
0,54.69,158.74,"2022,06,01,18:06:17"
0,54.95,159.74,"2022,06,01,18:06:18"
0,55.2,160.74,"2022,06,01,18:06:19"
0,55.2,161.77,"2022,06,01,18:06:20"
0,55.46,162.78,"2022,06,01,18:06:21"
0,55.46,163.78,"2022,06,01,18:06:22"
0,55.71,164.78,"2022,06,01,18:06:23"
0,56.22,165.78,"2022,06,01,18:06:24"
0,56.22,166.78,"2022,06,01,18:06:25"
0,56.48,167.79,"2022,06,01,18:06:26"
0,56.73,168.79,"2022,06,01,18:06:27"
0,56.48,169.79,"2022,06,01,18:06:28"
0,56.99,170.79,"2022,06,01,18:06:29"
0,56.99,171.82,"2022,06,01,18:06:30"
0,56.99,172.83,"2022,06,01,18:06:31"
0,57.24,173.83,"2022,06,01,18:06:32"
0,57.5,174.83,"2022,06,01,18:06:33"
0,57.76,175.83,"2022,06,01,18:06:34"
0,58.01,176.83,"2022,06,01,18:06:35"
0,57.5,177.83,"2022,06,01,18:06:36"
0,57.76,178.84,"2022,06,01,18:06:37"
0,58.01,179.84,"2022,06,01,18:06:38"
0,58.27,180.84,"2022,06,01,18:06:39"
0,58.27,181.87,"2022,06,01,18:06:40"
0,58.52,182.87,"2022,06,01,18:06:41"
0,58.27,183.87,"2022,06,01,18:06:42"
0,58.78,184.88,"2022,06,01,18:06:43"
0,59.29,185.88,"2022,06,01,18:06:44"
0,59.03,186.88,"2022,06,01,18:06:45"
0,59.29,187.88,"2022,06,01,18:06:46"
0,59.29,188.88,"2022,06,01,18:06:47"
0,59.54,189.88,"2022,06,01,18:06:48"
0,59.29,190.88,"2022,06,01,18:06:49"
0,59.8,191.92,"2022,06,01,18:06:50"
0,60.05,192.92,"2022,06,01,18:06:51"
0,59.8,193.92,"2022,06,01,18:06:52"
0,60.31,194.92,"2022,06,01,18:06:53"
0,60.31,195.92,"2022,06,01,18:06:54"
0,60.82,196.93,"2022,06,01,18:06:55"
0,60.82,197.93,"2022,06,01,18:06:56"
0,61.07,198.93,"2022,06,01,18:06:57"
0,60.82,199.93,"2022,06,01,18:06:58"
0,61.07,200.93,"2022,06,01,18:06:59"
0,61.33,201.97,"2022,06,01,18:07:00"
0,61.33,202.97,"2022,06,01,18:07:01"
0,61.58,203.97,"2022,06,01,18:07:02"
0,61.58,204.97,"2022,06,01,18:07:03"
0,61.58,205.97,"2022,06,01,18:07:04"
0,61.58,206.97,"2022,06,01,18:07:05"
0,62.6,207.98,"2022,06,01,18:07:06"
0,62.09,208.98,"2022,06,01,18:07:07"
0,62.09,209.98,"2022,06,01,18:07:08"
0,62.86,210.98,"2022,06,01,18:07:09"
0,61.84,212.01,"2022,06,01,18:07:10"
0,62.6,213.02,"2022,06,01,18:07:11"
0,62.6,214.02,"2022,06,01,18:07:12"
0,62.35,215.02,"2022,06,01,18:07:13"
0,63.11,216.02,"2022,06,01,18:07:14"
0,63.62,217.02,"2022,06,01,18:07:15"
0,63.37,218.02,"2022,06,01,18:07:16"
0,63.62,219.02,"2022,06,01,18:07:17"
0,64.39,220.03,"2022,06,01,18:07:18"
0,64.39,221.03,"2022,06,01,18:07:19"
0,64.13,222.06,"2022,06,01,18:07:20"
0,64.64,223.06,"2022,06,01,18:07:21"
0,64.39,224.06,"2022,06,01,18:07:22"
0,64.39,225.07,"2022,06,01,18:07:23"
0,63.88,226.07,"2022,06,01,18:07:24"
0,65.15,227.07,"2022,06,01,18:07:25"
0,65.15,228.07,"2022,06,01,18:07:26"
0,64.9,229.07,"2022,06,01,18:07:27"
0,65.41,230.07,"2022,06,01,18:07:28"
0,65.41,231.08,"2022,06,01,18:07:29"
0,65.15,232.12,"2022,06,01,18:07:31"
0,64.64,233.12,"2022,06,01,18:07:31"
0,65.15,234.13,"2022,06,01,18:07:33"
0,65.92,235.13,"2022,06,01,18:07:33"
0,65.15,236.13,"2022,06,01,18:07:35"
0,66.43,237.13,"2022,06,01,18:07:36"
0,66.43,238.13,"2022,06,01,18:07:37"
0,66.43,239.13,"2022,06,01,18:07:38"
0,66.17,240.13,"2022,06,01,18:07:39"
0,66.17,241.14,"2022,06,01,18:07:40"
0,65.66,242.17,"2022,06,01,18:07:41"
0,65.66,243.17,"2022,06,01,18:07:42"
0,65.66,244.17,"2022,06,01,18:07:43"
0,66.68,245.17,"2022,06,01,18:07:44"
0,66.68,246.18,"2022,06,01,18:07:45"
0,65.66,247.18,"2022,06,01,18:07:46"
0,66.17,248.18,"2022,06,01,18:07:47"
0,66.43,249.18,"2022,06,01,18:07:48"
0,65.92,250.18,"2022,06,01,18:07:49"
0,66.68,251.18,"2022,06,01,18:07:50"
0,66.43,252.22,"2022,06,01,18:07:51"
0,67.19,253.22,"2022,06,01,18:07:52"
0,67.19,254.22,"2022,06,01,18:07:53"
0,66.94,255.22,"2022,06,01,18:07:54"
0,66.94,256.22,"2022,06,01,18:07:55"
0,66.43,257.22,"2022,06,01,18:07:56"
0,66.68,258.23,"2022,06,01,18:07:57"
0,67.45,259.23,"2022,06,01,18:07:58"
0,67.45,260.23,"2022,06,01,18:07:59"
0,67.96,261.23,"2022,06,01,18:08:00"
0,68.47,262.26,"2022,06,01,18:08:01"
0,68.47,263.27,"2022,06,01,18:08:02"
0,68.21,264.27,"2022,06,01,18:08:03"
0,68.47,265.27,"2022,06,01,18:08:04"
0,68.21,266.27,"2022,06,01,18:08:05"
0,67.96,267.27,"2022,06,01,18:08:06"
0,67.96,268.27,"2022,06,01,18:08:07"
0,67.96,269.27,"2022,06,01,18:08:08"
0,67.96,270.28,"2022,06,01,18:08:09"
0,68.72,271.28,"2022,06,01,18:08:10"
0,69.23,272.31,"2022,06,01,18:08:11"
0,68.98,273.31,"2022,06,01,18:08:12"
0,69.23,274.31,"2022,06,01,18:08:13"
0,69.23,275.32,"2022,06,01,18:08:14"
0,69.49,276.32,"2022,06,01,18:08:15"
0,68.98,277.32,"2022,06,01,18:08:16"
0,68.98,278.32,"2022,06,01,18:08:17"
0,68.72,279.32,"2022,06,01,18:08:18"
0,69.23,280.32,"2022,06,01,18:08:19"
0,69.49,281.33,"2022,06,01,18:08:20"
0,70.26,282.36,"2022,06,01,18:08:21"
0,70.26,283.36,"2022,06,01,18:08:22"
0,69.49,284.36,"2022,06,01,18:08:23"
0,70.51,285.36,"2022,06,01,18:08:24"
0,70.51,286.37,"2022,06,01,18:08:25"
0,70,287.37,"2022,06,01,18:08:26"
0,70,288.37,"2022,06,01,18:08:27"
0,70.51,289.37,"2022,06,01,18:08:28"
0,69.49,290.37,"2022,06,01,18:08:29"
0,69.74,291.37,"2022,06,01,18:08:30"
0,70.51,292.41,"2022,06,01,18:08:31"
0,70,293.41,"2022,06,01,18:08:32"
0,70.51,294.41,"2022,06,01,18:08:33"
0,70.51,295.41,"2022,06,01,18:08:34"
0,70.51,296.41,"2022,06,01,18:08:35"
0,70.51,297.42,"2022,06,01,18:08:36"
0,70.51,298.42,"2022,06,01,18:08:37"
0,70.51,299.42,"2022,06,01,18:08:38"
0,70.77,300.42,"2022,06,01,18:08:39"
0,70,301.42,"2022,06,01,18:08:40"
0,70.77,302.45,"2022,06,01,18:08:41"
0,70.77,303.46,"2022,06,01,18:08:42"
0,70.77,304.46,"2022,06,01,18:08:43"
0,70.77,305.46,"2022,06,01,18:08:44"
0,71.02,306.46,"2022,06,01,18:08:45"
0,70.51,307.46,"2022,06,01,18:08:46"
0,71.02,308.47,"2022,06,01,18:08:47"
0,70.77,309.47,"2022,06,01,18:08:48"
0,71.28,310.47,"2022,06,01,18:08:49"
0,71.53,311.47,"2022,06,01,18:08:50"
0,71.02,312.5,"2022,06,01,18:08:51"
0,71.02,313.5,"2022,06,01,18:08:52"
0,71.28,314.51,"2022,06,01,18:08:53"
0,71.28,315.51,"2022,06,01,18:08:54"
0,72.3,316.51,"2022,06,01,18:08:55"
0,71.53,317.51,"2022,06,01,18:08:56"
0,71.53,318.51,"2022,06,01,18:08:57"
0,72.04,319.51,"2022,06,01,18:08:58"
0,72.81,320.52,"2022,06,01,18:08:59"
0,72.3,321.52,"2022,06,01,18:09:00"
0,72.55,322.55,"2022,06,01,18:09:01"
0,72.55,323.55,"2022,06,01,18:09:02"
0,73.32,324.55,"2022,06,01,18:09:03"
0,73.32,325.55,"2022,06,01,18:09:04"
0,72.55,326.56,"2022,06,01,18:09:05"
0,72.81,327.56,"2022,06,01,18:09:06"
0,72.81,328.56,"2022,06,01,18:09:07"
0,73.06,329.56,"2022,06,01,18:09:08"
0,72.55,330.56,"2022,06,01,18:09:09"
0,72.81,331.57,"2022,06,01,18:09:10"
0,73.32,332.6,"2022,06,01,18:09:11"
0,73.32,333.6,"2022,06,01,18:09:12"
0,72.81,334.6,"2022,06,01,18:09:13"
0,72.81,335.6,"2022,06,01,18:09:14"
0,72.81,336.6,"2022,06,01,18:09:15"
0,72.81,337.61,"2022,06,01,18:09:16"
0,72.81,338.61,"2022,06,01,18:09:17"
0,73.06,339.61,"2022,06,01,18:09:18"
0,72.81,340.61,"2022,06,01,18:09:19"
0,73.83,341.61,"2022,06,01,18:09:20"
0,73.57,342.65,"2022,06,01,18:09:21"
0,73.83,343.65,"2022,06,01,18:09:22"
0,73.83,344.65,"2022,06,01,18:09:23"
0,73.83,345.65,"2022,06,01,18:09:24"
0,73.57,346.65,"2022,06,01,18:09:25"
0,73.83,347.65,"2022,06,01,18:09:26"
0,74.08,348.66,"2022,06,01,18:09:27"
0,73.57,349.66,"2022,06,01,18:09:28"
0,74.08,350.66,"2022,06,01,18:09:29"
0,73.57,351.66,"2022,06,01,18:09:30"
0,74.34,352.69,"2022,06,01,18:09:31"
0,74.08,353.7,"2022,06,01,18:09:32"
0,74.34,354.7,"2022,06,01,18:09:33"
0,74.08,355.7,"2022,06,01,18:09:34"
0,74.59,356.7,"2022,06,01,18:09:35"
0,74.34,357.7,"2022,06,01,18:09:36"
0,74.08,358.7,"2022,06,01,18:09:37"
0,75.36,359.7,"2022,06,01,18:09:38"
0,74.34,360.71,"2022,06,01,18:09:39"
0,74.08,361.71,"2022,06,01,18:09:40"
0,74.34,362.74,"2022,06,01,18:09:41"
0,75.36,363.74,"2022,06,01,18:09:42"
0,74.85,364.75,"2022,06,01,18:09:43"
0,74.85,365.75,"2022,06,01,18:09:44"
0,74.85,366.75,"2022,06,01,18:09:45"
0,74.85,367.75,"2022,06,01,18:09:46"
0,74.85,368.75,"2022,06,01,18:09:47"
0,75.1,369.75,"2022,06,01,18:09:48"
0,74.59,370.76,"2022,06,01,18:09:49"
0,74.85,371.76,"2022,06,01,18:09:50"
0,74.85,372.79,"2022,06,01,18:09:51"
0,75.36,373.79,"2022,06,01,18:09:52"
0,75.61,374.79,"2022,06,01,18:09:53"
0,75.61,375.8,"2022,06,01,18:09:54"
0,75.61,376.8,"2022,06,01,18:09:55"
0,75.36,377.8,"2022,06,01,18:09:56"
0,75.1,378.8,"2022,06,01,18:09:57"
0,75.61,379.8,"2022,06,01,18:09:58"
0,75.1,380.8,"2022,06,01,18:09:59"
0,75.36,381.8,"2022,06,01,18:10:00"
0,75.36,382.84,"2022,06,01,18:10:01"
0,75.87,383.84,"2022,06,01,18:10:02"
0,75.87,384.84,"2022,06,01,18:10:03"
0,76.12,385.84,"2022,06,01,18:10:04"
0,75.87,386.85,"2022,06,01,18:10:05"
0,75.87,387.85,"2022,06,01,18:10:06"
0,75.61,388.85,"2022,06,01,18:10:07"
0,76.12,389.85,"2022,06,01,18:10:08"
0,76.12,390.85,"2022,06,01,18:10:09"
0,76.12,391.85,"2022,06,01,18:10:10"
0,76.12,392.89,"2022,06,01,18:10:11"
0,76.12,393.89,"2022,06,01,18:10:12"
0,76.38,394.89,"2022,06,01,18:10:13"
0,76.38,395.89,"2022,06,01,18:10:14"
0,75.61,396.89,"2022,06,01,18:10:15"
0,76.89,397.89,"2022,06,01,18:10:16"
0,75.61,398.89,"2022,06,01,18:10:17"
0,75.87,399.9,"2022,06,01,18:10:18"
0,75.87,400.9,"2022,06,01,18:10:19"
0,76.38,401.9,"2022,06,01,18:10:20"
0,76.89,402.93,"2022,06,01,18:10:21"
0,76.38,403.94,"2022,06,01,18:10:22"
0,76.38,404.94,"2022,06,01,18:10:23"
0,76.38,405.94,"2022,06,01,18:10:24"
0,76.12,406.94,"2022,06,01,18:10:25"
0,76.89,407.94,"2022,06,01,18:10:26"
0,76.12,408.94,"2022,06,01,18:10:27"
0,76.12,409.95,"2022,06,01,18:10:28"
0,75.87,410.95,"2022,06,01,18:10:29"
0,76.38,411.95,"2022,06,01,18:10:30"
0,76.38,412.98,"2022,06,01,18:10:31"
0,76.12,413.98,"2022,06,01,18:10:32"
0,76.63,414.98,"2022,06,01,18:10:33"
0,76.89,415.99,"2022,06,01,18:10:34"
0,76.38,416.99,"2022,06,01,18:10:35"
0,77.14,417.99,"2022,06,01,18:10:36"
0,76.12,418.99,"2022,06,01,18:10:37"
0,76.38,419.99,"2022,06,01,18:10:38"
0,76.38,421,"2022,06,01,18:10:39"
0,76.12,422,"2022,06,01,18:10:40"
0,76.89,423.03,"2022,06,01,18:10:41"
0,76.89,424.03,"2022,06,01,18:10:42"
0,77.4,425.03,"2022,06,01,18:10:43"
0,76.89,426.03,"2022,06,01,18:10:44"
0,76.38,427.04,"2022,06,01,18:10:45"
0,76.63,428.04,"2022,06,01,18:10:46"
0,76.89,429.04,"2022,06,01,18:10:47"
0,77.4,430.04,"2022,06,01,18:10:48"
0,77.4,431.04,"2022,06,01,18:10:49"
0,77.4,432.04,"2022,06,01,18:10:50"
0,76.12,433.08,"2022,06,01,18:10:51"
0,76.38,434.08,"2022,06,01,18:10:52"
0,76.63,435.08,"2022,06,01,18:10:53"
0,76.89,436.08,"2022,06,01,18:10:54"
0,77.14,437.08,"2022,06,01,18:10:55"
0,76.63,438.09,"2022,06,01,18:10:56"
0,76.63,439.09,"2022,06,01,18:10:57"
0,76.63,440.09,"2022,06,01,18:10:58"
0,76.12,441.09,"2022,06,01,18:10:59"
0,76.12,442.09,"2022,06,01,18:11:00"
0,75.87,443.13,"2022,06,01,18:11:01"
0,77.14,444.13,"2022,06,01,18:11:02"
0,76.63,445.13,"2022,06,01,18:11:03"
0,76.38,446.13,"2022,06,01,18:11:04"
0,76.38,447.13,"2022,06,01,18:11:05"
0,76.89,448.13,"2022,06,01,18:11:06"
0,76.89,449.14,"2022,06,01,18:11:07"
0,76.63,450.14,"2022,06,01,18:11:08"
0,76.89,451.14,"2022,06,01,18:11:09"
0,76.38,452.14,"2022,06,01,18:11:10"
0,76.89,453.17,"2022,06,01,18:11:11"
0,76.89,454.17,"2022,06,01,18:11:12"
0,76.89,455.18,"2022,06,01,18:11:13"
0,76.12,456.18,"2022,06,01,18:11:14"
0,76.12,457.18,"2022,06,01,18:11:15"
0,76.38,458.18,"2022,06,01,18:11:16"
0,75.61,459.18,"2022,06,01,18:11:17"
0,76.38,460.19,"2022,06,01,18:11:18"
0,75.87,461.19,"2022,06,01,18:11:19"
0,75.61,462.19,"2022,06,01,18:11:20"
0,76.63,463.22,"2022,06,01,18:11:21"
0,75.61,464.22,"2022,06,01,18:11:22"
0,75.61,465.22,"2022,06,01,18:11:23"
0,76.63,466.23,"2022,06,01,18:11:24"
0,76.12,467.23,"2022,06,01,18:11:25"
0,76.63,468.23,"2022,06,01,18:11:26"
0,76.12,469.23,"2022,06,01,18:11:27"
0,75.87,470.23,"2022,06,01,18:11:28"
0,75.61,471.23,"2022,06,01,18:11:29"
0,76.12,472.24,"2022,06,01,18:11:30"
0,75.61,473.27,"2022,06,01,18:11:32"
0,75.61,474.27,"2022,06,01,18:11:32"
0,75.87,475.27,"2022,06,01,18:11:34"
0,75.61,476.27,"2022,06,01,18:11:34"
0,75.87,477.27,"2022,06,01,18:11:36"
0,75.87,478.28,"2022,06,01,18:11:37"
0,76.38,479.28,"2022,06,01,18:11:38"
0,75.87,480.28,"2022,06,01,18:11:39"
0,75.36,481.28,"2022,06,01,18:11:40"
0,76.38,482.28,"2022,06,01,18:11:41"
0,76.12,483.32,"2022,06,01,18:11:42"
0,75.87,484.32,"2022,06,01,18:11:43"
0,75.87,485.32,"2022,06,01,18:11:44"
0,75.61,486.32,"2022,06,01,18:11:45"
0,76.12,487.32,"2022,06,01,18:11:46"
0,76.12,488.33,"2022,06,01,18:11:47"
0,76.12,489.33,"2022,06,01,18:11:48"
0,75.61,490.33,"2022,06,01,18:11:49"
0,74.85,491.33,"2022,06,01,18:11:50"
0,75.87,492.33,"2022,06,01,18:11:51"
0,75.36,493.36,"2022,06,01,18:11:52"
0,75.36,494.37,"2022,06,01,18:11:53"
0,75.87,495.37,"2022,06,01,18:11:54"
0,75.87,496.37,"2022,06,01,18:11:55"
0,75.36,497.37,"2022,06,01,18:11:56"
0,75.61,498.37,"2022,06,01,18:11:57"
0,75.61,499.38,"2022,06,01,18:11:58"
0,75.1,500.38,"2022,06,01,18:11:59"
0,75.61,501.38,"2022,06,01,18:12:00"
0,74.85,502.38,"2022,06,01,18:12:01"
0,75.61,503.41,"2022,06,01,18:12:02"
0,75.1,504.41,"2022,06,01,18:12:03"
0,74.34,505.42,"2022,06,01,18:12:04"
0,74.85,506.42,"2022,06,01,18:12:05"
0,74.85,507.42,"2022,06,01,18:12:06"
0,74.08,508.42,"2022,06,01,18:12:07"
0,74.08,509.42,"2022,06,01,18:12:08"
0,75.1,510.42,"2022,06,01,18:12:09"
0,75.1,511.43,"2022,06,01,18:12:10"
0,74.08,512.43,"2022,06,01,18:12:11"
0,74.59,513.46,"2022,06,01,18:12:12"
0,74.85,514.46,"2022,06,01,18:12:13"
0,74.59,515.46,"2022,06,01,18:12:14"
0,74.34,516.47,"2022,06,01,18:12:15"
0,74.34,517.47,"2022,06,01,18:12:16"
0,73.83,518.47,"2022,06,01,18:12:17"
0,75.1,519.47,"2022,06,01,18:12:18"
0,74.34,520.47,"2022,06,01,18:12:19"
0,75.1,521.47,"2022,06,01,18:12:20"
0,74.59,522.48,"2022,06,01,18:12:21"
0,73.83,523.51,"2022,06,01,18:12:22"
0,74.34,524.51,"2022,06,01,18:12:23"
0,74.59,525.51,"2022,06,01,18:12:24"
0,74.59,526.51,"2022,06,01,18:12:25"
0,73.83,527.52,"2022,06,01,18:12:26"
0,74.34,528.52,"2022,06,01,18:12:27"
0,74.85,529.52,"2022,06,01,18:12:28"
0,74.85,530.52,"2022,06,01,18:12:29"
0,74.34,531.52,"2022,06,01,18:12:30"
0,74.85,532.52,"2022,06,01,18:12:31"
0,75.1,533.56,"2022,06,01,18:12:32"
0,74.85,534.56,"2022,06,01,18:12:33"
0,74.08,535.56,"2022,06,01,18:12:34"
0,74.59,536.56,"2022,06,01,18:12:35"
0,74.85,537.56,"2022,06,01,18:12:36"
0,74.34,538.57,"2022,06,01,18:12:37"
0,74.59,539.57,"2022,06,01,18:12:38"
0,74.59,540.57,"2022,06,01,18:12:39"
0,75.36,541.57,"2022,06,01,18:12:40"
0,74.85,542.57,"2022,06,01,18:12:41"
0,74.59,543.61,"2022,06,01,18:12:42"
0,75.36,544.61,"2022,06,01,18:12:43"
0,74.59,545.61,"2022,06,01,18:12:44"
0,74.59,546.61,"2022,06,01,18:12:45"
0,74.59,547.61,"2022,06,01,18:12:46"
0,75.36,548.61,"2022,06,01,18:12:47"
0,74.59,549.62,"2022,06,01,18:12:48"
0,74.08,550.62,"2022,06,01,18:12:49"
0,74.34,551.62,"2022,06,01,18:12:50"
0,75.36,552.62,"2022,06,01,18:12:51"
0,74.34,553.66,"2022,06,01,18:12:52"
0,75.61,554.66,"2022,06,01,18:12:53"
0,74.85,555.66,"2022,06,01,18:12:54"
0,75.1,556.66,"2022,06,01,18:12:55"
0,75.36,557.66,"2022,06,01,18:12:56"
0,75.36,558.66,"2022,06,01,18:12:57"
0,75.36,559.66,"2022,06,01,18:12:58"
0,75.61,560.67,"2022,06,01,18:12:59"
0,75.87,561.67,"2022,06,01,18:13:00"
